DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,year,hour,crime_severity
230205583,2023-01-27,2023-01-26,1355,2,Rampart,205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1822 0104 0352,0,X,X,404.0,DEPARTMENT STORE,0.0,Unknown,AO,Adult Other,442.0,0.0,0.0,0.0,600 N  DILLON                       ST,Unknown,34.0786,-118.2788,2023,13,Low
201713775,2020-09-28,2020-09-28,1300,17,Devonshire,1782,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0344 0416 0408 2000 0913 1814,34,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,0.0,0.0,0.0,19400    PARTHENIA                    ST,Unknown,34.2312,-118.5632,2020,13,Moderate
242109502,2024-06-02,2024-06-02,1200,21,Topanga,2156,1,510,VEHICLE - STOLEN,Unknown,0,X,X,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,6600    TOPANGA CANYON               BL,Unknown,34.1904,-118.6059,2024,12,Low
220712194,2022-07-27,2022-07-27,1640,7,Wilshire,743,2,624,BATTERY - SIMPLE ASSAULT,0416,41,M,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,6000    WILSHIRE                     BL,Unknown,34.0627,-118.3593,2022,16,Moderate
231308116,2023-03-23,2023-03-22,2100,13,Newton,1372,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0432 0421,44,M,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,IC,Invest Cont,930.0,0.0,0.0,0.0,200 E  54TH                         ST,Unknown,33.9934,-118.2714,2023,21,Low
240809552,2024-07-14,2024-07-13,1830,8,West LA,833,1,330,BURGLARY FROM VEHICLE,0329 1300,24,F,O,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,1300    MIDVALE                      AV,Unknown,34.0566,-118.4445,2024,18,Moderate
231810098,2023-05-08,2023-05-08,815,18,Southeast,1844,1,350,"THEFT, PERSON",0913 2000 1814 1300 1310 1240 0416 0408 0344,25,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,626.0,0.0,0.0,AVALON                       BL,IMPERIAL                     HY,33.931,-118.2652,2023,8,Low
241011306,2024-09-27,2024-09-26,700,10,West Valley,1044,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,18400    COLLINS                      ST,Unknown,34.1749,-118.5337,2024,7,Low
210617820,2021-10-22,2021-10-22,800,6,Hollywood,628,2,888,TRESPASSING,1822,32,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,888.0,0.0,0.0,0.0,2000    ARGYLE                       AV,Unknown,34.1073,-118.3252,2021,8,Low
230905426,2023-02-08,2023-02-07,700,9,Van Nuys,929,1,310,BURGLARY,0358 0329 1414 1601,60,M,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,6500    FULTON                       AV,Unknown,34.1887,-118.4225,2023,7,Moderate
200218293,2020-12-06,2020-12-06,1100,2,Rampart,279,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0416 2000 1813 0447 2007 1222,31,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,0.0,0.0,0.0,1000    BLAINE                       ST,Unknown,34.047,-118.2703,2020,11,Moderate
200814886,2020-10-05,2020-10-05,510,8,West LA,835,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 0342 1822 0216 0319,34,M,W,102.0,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont,230.0,0.0,0.0,0.0,COTNER                       AV,OLYMPIC                      BL,34.0462,-118.4361,2020,5,Moderate
240116044,2024-08-04,2024-08-04,1058,1,Central,132,2,888,TRESPASSING,0910 2052,0,X,X,809.0,METROLINK TRAIN,0.0,Unknown,IC,Invest Cont,888.0,0.0,0.0,0.0,100 S  HILL                         ST,Unknown,34.0547,-118.2505,2024,10,Low
220908202,2022-04-20,2022-04-20,1340,9,Van Nuys,989,2,860,BATTERY WITH SEXUAL CONTACT,1251 0503,37,F,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,860.0,0.0,0.0,0.0,4400    WOODMAN                      AV,Unknown,34.1504,-118.4312,2022,13,Low
241208410,2024-03-15,2024-03-15,2000,12,77th Street,1266,2,946,OTHER MISCELLANEOUS CRIME,1402,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,946.0,0.0,0.0,0.0,FIGUEROA                     ST,82ND                         ST,33.9643,-118.2827,2024,20,Low
210204826,2021-01-22,2021-01-22,2150,2,Rampart,295,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1814 0411 0445 0444 0429,40,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236.0,0.0,0.0,0.0,1400 S  BURLINGTON                   AV,Unknown,34.0439,-118.28,2021,21,Moderate
241006384,2024-03-06,2024-03-06,2130,10,West Valley,1001,2,624,BATTERY - SIMPLE ASSAULT,0913 1810 0400,24,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,0.0,0.0,0.0,19400    BLYTHE                       ST,Unknown,34.2149,-118.5563,2024,21,Moderate
240117670,2024-08-28,2024-08-28,1230,1,Central,162,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,AA,Adult Arrest,510.0,0.0,0.0,0.0,9TH                          ST,HOPE                         ST,34.0451,-118.2604,2024,12,Low
221706856,2022-02-07,2022-01-06,1149,17,Devonshire,1713,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0394 0344,55,M,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,341.0,0.0,0.0,0.0,11300    BAIRD                        AV,Unknown,34.2763,-118.5376,2022,11,Low
221706485,2022-02-01,2022-01-31,1645,17,Devonshire,1758,1,330,BURGLARY FROM VEHICLE,0344 0385,28,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,10100    WOODLEY                      AV,Unknown,34.2537,-118.4849,2022,16,Moderate
220209102,2022-04-12,2022-04-11,1800,2,Rampart,205,1,330,BURGLARY FROM VEHICLE,1822 1302 0344,51,M,W,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,900    ROBINSON                     ST,Unknown,34.0832,-118.2773,2022,18,Moderate
231220767,2023-10-05,2023-10-05,400,12,77th Street,1241,1,510,VEHICLE - STOLEN,Unknown,0,X,X,104.0,DRIVEWAY,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,6200    CRENSHAW                     BL,Unknown,33.9836,-118.3309,2023,4,Low
231320050,2023-11-03,2023-10-31,1023,13,Newton,1307,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,700    KOHLER                       ST,Unknown,34.0377,-118.2425,2023,10,Low
231706565,2023-03-04,2023-03-02,1200,17,Devonshire,1737,2,649,DOCUMENT FORGERY / STOLEN FELONY,0924 1822,55,F,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,649.0,0.0,0.0,0.0,11000    BALBOA                       BL,Unknown,34.2705,-118.5022,2023,12,Low
222100951,2022-12-16,2022-12-16,835,21,Topanga,2147,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2004 0411 0444 1402 1420 1822,63,M,H,108.0,PARKING LOT,207.0,OTHER KNIFE,AA,Adult Arrest,230.0,998.0,0.0,0.0,20800    SHERMAN                      WY,Unknown,34.201,-118.5863,2022,8,Moderate
211215431,2021-07-09,2021-07-08,1200,12,77th Street,1241,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0443 1309,27,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,0.0,0.0,0.0,6200 S  VICTORIA                     AV,Unknown,33.9846,-118.3323,2021,12,Low
210212595,2021-07-29,2021-07-22,2200,2,Rampart,292,1,510,VEHICLE - STOLEN,Unknown,0,X,X,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,1100 W  WASHINGTON                   BL,Unknown,34.0385,-118.2812,2021,22,Low
230310682,2023-05-10,2023-05-10,1206,3,Southwest,361,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,54,F,H,210.0,RESTAURANT/FAST FOOD,0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,3600 S  LA BREA                      AV,Unknown,34.0215,-118.3556,2023,12,Low
242104586,2024-01-08,2023-03-28,1640,21,Topanga,2111,2,354,THEFT OF IDENTITY,0930 0929,26,F,W,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,7600    QUIMBY                       AV,Unknown,34.2092,-118.6305,2023,16,Low
211812988,2021-07-03,2021-07-03,1230,18,Southeast,1829,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0432 0421 0448 0371 1236 0601,27,M,H,210.0,RESTAURANT/FAST FOOD,511.0,VERBAL THREAT,IC,Invest Cont,930.0,0.0,0.0,0.0,9800 S  ALAMEDA                      ST,Unknown,33.9478,-118.2289,2021,12,Low
220125651,2022-12-03,2022-12-02,210,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0910 2004 1822 0917 1266 0444,25,F,W,834.0,LA UNION STATION (NOT LINE SPECIFIC),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,800 N  ALAMEDA                      ST,Unknown,34.0561,-118.2375,2022,2,Moderate
201906343,2020-02-17,2020-02-15,1330,19,Mission,1985,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032,53,F,H,216.0,SWAP MEET,0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,14600    PARTHENIA                    ST,Unknown,34.2268,-118.4499,2020,13,Low
221109473,2022-05-22,2022-05-21,2200,11,Northeast,1146,2,624,BATTERY - SIMPLE ASSAULT,0416,25,M,B,109.0,PARK/PLAYGROUND,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,0.0,0.0,0.0,2900    GLENEDEN                     ST,Unknown,34.1068,-118.2487,2022,22,Moderate
231415847,2023-08-12,2023-08-10,2126,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344,54,M,H,404.0,DEPARTMENT STORE,0.0,Unknown,IC,Invest Cont,442.0,0.0,0.0,0.0,6800    LA TIJERA                    BL,Unknown,33.9773,-118.3718,2023,21,Low
221506735,2022-03-09,2022-03-07,800,15,N Hollywood,1517,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,11100    VANOWEN                      ST,Unknown,34.194,-118.3729,2022,8,Low
231116260,2023-11-25,2023-11-25,1830,11,Northeast,1145,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 0396,33,M,O,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,440.0,0.0,0.0,0.0,2700    RIVERSIDE                    DR,Unknown,34.1085,-118.2603,2023,18,Low
220209087,2022-04-20,2022-02-05,300,2,Rampart,212,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,420.0,0.0,0.0,0.0,600 N  COMMONWEALTH                 AV,Unknown,34.0818,-118.2856,2022,3,Low
200606385,2020-02-18,2020-02-18,430,6,Hollywood,622,1,330,BURGLARY FROM VEHICLE,0344 0377 1300 1601,46,M,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,2200    NICHOLS CANYON               RD,Unknown,34.1111,-118.3607,2020,4,Moderate
202115843,2020-11-11,2020-11-10,1600,21,Topanga,2173,1,310,BURGLARY,1607 0344,31,F,W,203.0,OTHER BUSINESS,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,22800 W  VENTURA                      BL,Unknown,34.1658,-118.6239,2020,16,Moderate
200305775,2020-01-30,2020-01-20,1100,3,Southwest,392,2,354,THEFT OF IDENTITY,0377 0917 1822,46,F,B,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,4900    4TH                          AV,Unknown,33.9988,-118.3214,2020,11,Low
212111164,2021-07-08,2021-07-08,1846,21,Topanga,2157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0913 0361,20,M,W,108.0,PARKING LOT,307.0,VEHICLE,IC,Invest Cont,230.0,0.0,0.0,0.0,6700    VARIEL                       AV,Unknown,34.1921,-118.5928,2021,18,Moderate
231808700,2023-04-09,2023-04-09,100,18,Southeast,1863,1,210,ROBBERY,0334 0916 1822 0216 0342 1202 0432 0330,67,M,B,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210.0,0.0,0.0,0.0,COLDEN,AVALON,33.9271,-118.2659,2023,1,Moderate
221816862,2022-09-04,2022-09-04,2015,18,Southeast,1802,1,251,SHOTS FIRED AT INHABITED DWELLING,1100 1822 1407,63,F,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,251.0,998.0,0.0,0.0,400 W  92ND                         ST,Unknown,33.9528,-118.281,2022,20,Low
231005699,2023-02-12,2023-02-11,2100,10,West Valley,1001,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1822 0344 0385,53,M,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,331.0,0.0,0.0,0.0,19500    INGOMAR                      ST,Unknown,34.212,-118.5579,2023,21,Low
201819797,2020-10-31,2020-10-30,2230,18,Southeast,1802,2,623,BATTERY POLICE (SIMPLE),0417 1212,0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,623.0,0.0,0.0,0.0,BROADWAY,MANCHESTER,33.9601,-118.2783,2020,22,Low
211814822,2021-08-06,2021-08-06,1900,18,Southeast,1844,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0416 0446 0443 1218 1402,55,F,B,102.0,SIDEWALK,201.0,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,AO,Adult Other,230.0,998.0,0.0,0.0,400 E  IMPERIAL                     HY,Unknown,33.9345,-118.2623,2021,19,Moderate
211608486,2021-06-08,2021-05-19,920,16,Foothill,1693,2,354,THEFT OF IDENTITY,0930 1822 0377,30,F,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,7800    BABCOCK                      AV,Unknown,34.2121,-118.4069,2021,9,Low
221905122,2022-01-30,2022-01-30,1935,19,Mission,1962,2,901,VIOLATION OF RESTRAINING ORDER,2038,76,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,901.0,0.0,0.0,0.0,9700 N  SEPULVEDA                    BL,Unknown,34.2464,-118.4674,2022,19,Low
202005263,2020-01-29,2020-01-29,900,20,Olympic,2045,1,510,VEHICLE - STOLEN,Unknown,0,X,X,707.0,GARAGE/CARPORT,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,900 S  MARIPOSA                     AV,Unknown,34.0559,-118.2987,2020,9,Low
242009405,2024-06-03,2024-06-02,2115,20,Olympic,2038,1,330,BURGLARY FROM VEHICLE,1822 0344 0321,25,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,3100    WILSHIRE                     BL,Unknown,34.0618,-118.2891,2024,21,Moderate
231712229,2023-06-29,2023-06-29,540,17,Devonshire,1747,1,330,BURGLARY FROM VEHICLE,0344,35,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,16900    CHATSWORTH                   ST,Unknown,34.2648,-118.5003,2023,5,Moderate
211914931,2021-10-28,2021-10-26,1400,19,Mission,1962,1,510,VEHICLE - STOLEN,Unknown,0,X,X,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,9600 N  SEPULVEDA                    BL,Unknown,34.2446,-118.4674,2021,14,Low
240900624,2024-03-02,2024-02-27,100,9,Van Nuys,985,1,310,BURGLARY,0397 0358 1420 0344 1402,40,M,W,707.0,GARAGE/CARPORT,0.0,Unknown,IC,Invest Cont,310.0,998.0,0.0,0.0,13900    MOORPARK                     ST,Unknown,34.1512,-118.4446,2024,1,Moderate
230704504,2023-01-11,2023-01-11,1820,7,Wilshire,743,1,330,BURGLARY FROM VEHICLE,1609 1300 0344,28,F,W,108.0,PARKING LOT,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,5700    WILSHIRE                     BL,Unknown,34.0624,-118.3525,2023,18,Moderate
240308660,2024-04-01,2024-04-01,1320,3,Southwest,392,1,310,BURGLARY,1601 1822 1266 0329 0321,50,M,H,501.0,SINGLE FAMILY DWELLING,0.0,Unknown,IC,Invest Cont,310.0,0.0,0.0,0.0,4900    7TH                          AV,Unknown,33.9989,-118.3247,2024,13,Moderate
211317878,2021-10-23,2021-10-23,1840,13,Newton,1333,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1100 0430,31,M,H,501.0,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,IC,Invest Cont,230.0,0.0,0.0,0.0,29TH                         ST,MAPLE                        AV,34.0211,-118.2669,2021,18,Moderate
232117960,2023-12-20,2023-12-16,1230,21,Topanga,2156,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,36,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,Unknown,IC,Invest Cont,740.0,0.0,0.0,0.0,6200    OWENSMOUTH                   AV,Unknown,34.1829,-118.6015,2023,12,Low
201816949,2020-09-09,2020-09-09,1330,18,Southeast,1881,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0450 1310 1240 0913 1300,25,M,B,101.0,STREET,104.0,SHOTGUN,AO,Adult Other,230.0,0.0,0.0,0.0,133RD                        ST,MENLO,33.8887,-118.287,2020,13,Moderate
230916891,2023-11-29,2023-11-29,1306,9,Van Nuys,904,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325,19,M,H,405.0,CLOTHING STORE,0.0,Unknown,IC,Invest Cont,343.0,0.0,0.0,0.0,7900 N  SEPULVEDA                    BL,Unknown,34.2141,-118.4662,2023,13,Low
231208317,2023-03-13,2023-03-13,715,12,77th Street,1266,1,210,ROBBERY,0302 0342 0355 1822 0449,23,M,H,102.0,SIDEWALK,106.0,UNKNOWN FIREARM,IC,Invest Cont,210.0,0.0,0.0,0.0,8000 S  BROADWAY,Unknown,33.9661,-118.2849,2023,7,Moderate
221516240,2022-10-18,2022-10-12,2230,15,N Hollywood,1557,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1822,27,F,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,331.0,0.0,0.0,0.0,10800    OTSEGO                       ST,Unknown,34.1626,-118.3659,2022,22,Low
220123310,2022-10-26,2022-10-26,2220,1,Central,182,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416,28,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624.0,0.0,0.0,0.0,1100 S  GRAND                        AV,Unknown,34.0415,-118.262,2022,22,Moderate
221321107,2022-11-18,2022-11-16,2340,13,Newton,1372,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0444 2000 0913,0,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,0.0,0.0,0.0,400 E  56TH                         ST,Unknown,33.9915,-118.2674,2022,23,Moderate
202112048,2020-07-27,2020-07-27,1100,21,Topanga,2113,1,210,ROBBERY,1822 0344 0302 0443,19,M,O,101.0,STREET,101.0,REVOLVER,IC,Invest Cont,210.0,0.0,0.0,0.0,MAYNARD,BURTON,34.2185,-118.6223,2020,11,Moderate
230604542,2023-01-08,2023-01-07,2000,6,Hollywood,666,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1202 1822 1300 0329 0385,60,M,O,101.0,STREET,0.0,Unknown,IC,Invest Cont,331.0,0.0,0.0,0.0,LA MIRADA,COLE,34.0935,-118.3305,2023,20,Low
200206492,2020-02-19,2020-02-19,2215,2,Rampart,289,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1813 2002 0401,70,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,0.0,0.0,0.0,1100    VALENCIA                     ST,Unknown,34.0469,-118.2733,2020,22,Moderate
211906185,2021-02-28,2021-02-25,2100,19,Mission,1981,1,330,BURGLARY FROM VEHICLE,0344,36,M,H,101.0,STREET,0.0,Unknown,IC,Invest Cont,330.0,0.0,0.0,0.0,SEPULVEDA                    BL,RAYEN                        ST,34.2319,-118.4677,2021,21,Moderate
211613347,2021-11-10,2021-11-10,2135,16,Foothill,1651,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 1402 1300 0430 1407,21,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,998.0,0.0,0.0,9800    RINCON                       AV,Unknown,34.2483,-118.4191,2021,21,Moderate
200910091,2020-05-24,2020-05-23,1800,9,Van Nuys,937,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,ERWIN,MAMMOTH,34.1831,-118.4323,2020,18,Low
201206692,2020-02-07,2020-02-06,20,12,77th Street,1269,2,624,BATTERY - SIMPLE ASSAULT,0913 2002 0400 0416 0305,22,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,300 E  82ND                         ST,Unknown,33.9647,-118.2695,2020,0,Moderate
220310355,2022-05-09,2022-05-08,1830,3,Southwest,321,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0417 0555 0305 0419 0429 0602 0913,47,F,B,121.0,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,0.0,0.0,0.0,3400 S  COCHRAN                      AV,Unknown,34.0253,-118.3613,2022,18,Moderate
220218383,2022-10-11,2022-10-11,1600,2,Rampart,237,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0446 1822 0342 0432 1210,18,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,3RD,LOMA,34.0599,-118.2656,2022,16,Moderate
231017690,2023-12-26,2023-12-15,1407,10,West Valley,1034,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",0913 1912,26,M,A,402.0,MARKET,0.0,Unknown,IC,Invest Cont,956.0,0.0,0.0,0.0,6100    RESEDA                       BL,Unknown,34.1807,-118.536,2023,14,Low
220311489,2022-05-31,2022-05-23,820,3,Southwest,315,2,354,THEFT OF IDENTITY,0100 0922,49,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,Unknown,IC,Invest Cont,354.0,0.0,0.0,0.0,2000 W  27TH                         ST,Unknown,34.034,-118.3133,2022,8,Low
230222526,2023-12-10,2023-11-16,1521,2,Rampart,205,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0344 0601 0378,22,X,X,203.0,OTHER BUSINESS,0.0,Unknown,AA,Adult Arrest,442.0,0.0,0.0,0.0,600 N  DILLON                       ST,Unknown,34.0786,-118.2788,2023,15,Low
222017747,2022-11-28,2022-11-28,1630,20,Olympic,2062,1,761,BRANDISH WEAPON,1309 0334 1822,37,M,W,108.0,PARKING LOT,102.0,HAND GUN,AO,Adult Other,761.0,0.0,0.0,0.0,3300 W  PICO                         BL,Unknown,34.0506,-118.3127,2022,16,Low
240906200,2024-02-29,2024-02-29,1910,9,Van Nuys,919,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0216 1822 0345 0334 1414 0432,0,F,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,0.0,0.0,0.0,WOODMAN                      AV,HART                         ST,34.1976,-118.4313,2024,19,Moderate
241507354,2024-03-10,2024-03-10,155,15,N Hollywood,1548,1,210,ROBBERY,1822 0334 3002 0432 1234 1300 0344 0355 0302,32,M,B,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,0.0,0.0,0.0,5200    BLAKESLEE                    AV,Unknown,34.1649,-118.3725,2024,1,Moderate
220714229,2022-09-18,2022-09-18,1130,7,Wilshire,752,2,624,BATTERY - SIMPLE ASSAULT,0416 0400 1822,69,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,0.0,0.0,0.0,1100    LA CIENEGA                   BL,Unknown,34.057,-118.3762,2022,11,Moderate
210514867,2021-10-14,2021-10-14,600,5,Harbor,505,1,510,VEHICLE - STOLEN,Unknown,0,X,X,101.0,STREET,0.0,Unknown,IC,Invest Cont,510.0,0.0,0.0,0.0,1000    KNOX                         ST,Unknown,33.8542,-118.2951,2021,6,Low
241208858,2024-03-23,2024-03-23,2200,12,77th Street,1233,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0853 0913 0334 0400 0416 0411 1817,34,M,B,501.0,SINGLE FAMILY DWELLING,204.0,FOLDING KNIFE,IC,Invest Cont,230.0,0.0,0.0,0.0,5900 S  HARVARD                      BL,Unknown,33.9875,-118.3068,2024,22,Moderate
